,CID,Description
3276,3038525,"VX-745 is a member of the class of pyrimidopyridazines that is 6H-pyrimido[1,6-b]pyridazin-6-one substituted at positions 2 and 5 by (2,4-difluorophenyl)sulfanyl and 2,6-dichlorophenyl groups respectively It has a role as an EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor, an anti-inflammatory drug and an apoptosis inducer. It is a pyrimidopyridazine, a difluorobenzene, a dichlorobenzene and an aryl sulfide."
3277,161306,2-Hydroxy-6-tridecylbenzoic acid is a hydroxybenzoic acid. It is functionally related to a salicylic acid.
3278,899584,4-[[(4-hydroxy-1-piperidinyl)-sulfanylidenemethyl]amino]benzoic acid ethyl ester is a benzoate ester.
3279,2206,"Antipyrine is a pyrazolone derivative that is 1,2-dihydropyrazol-3-one substituted with methyl groups at N-1 and C-5 and with a phenyl group at N-2. It has a role as a non-narcotic analgesic, an antipyretic, a non-steroidal anti-inflammatory drug, a cyclooxygenase 3 inhibitor, a xenobiotic and an environmental contaminant."
3280,57379345,"Ceritinib is a member of the class of aminopyrimidines that is 2,6-diamino-5-chloropyrimidine in which the amino groups at positions 2 and 6 are respectively carrying 2-methoxy-4-(piperidin-4-yl)-5-methylphenyl and 2-(isopropylsulfonyl)phenyl substituents. Used for the treatment of ALK-positive metastatic non-small cell lung cancer. It has a role as an antineoplastic agent and an EC 2.7.10.1 (receptor protein-tyrosine kinase) inhibitor. It is an aminopyrimidine, an aromatic ether, an organochlorine compound, a secondary amino compound, a member of piperidines and a sulfone."
3281,11295,"Malachite green cation is an iminium ion obtained by dimethylation of the imino group of 4-{[4-(dimethylamino)phenyl](phenyl)methylene}cyclohexa-2,5-dien-1-imine. Used in the form of its chloride salt as a green-coloured dye. It has a role as a fluorochrome, an antibacterial drug and an antifungal drug."
3282,39214,"Nimustine is an organochlorine compound that is urea in which the two hydrogens on one of the amino groups are replaced by nitroso and 2-chloroethyl groups and one hydrogen from the other amino group is replaced by a 4-amino-2-methylpyrimidin-5-ylmethyl] group. An antineoplastic agent especially effective against malignant brain tumors. It has a role as an alkylating agent and an antineoplastic agent. It is an organochlorine compound, an aminopyrimidine and a member of N-nitrosoureas. It is a conjugate base of a nimustine(1+)."
3283,3682,"1-[(7-methyl-2,3-dihydro-1H-inden-4-yl)oxy]-3-(propan-2-ylamino)-2-butanol is a member of indanes."
3284,11790,"Alpha-naphthoflavone is an extended flavonoid resulting from the formal fusion of a benzene ring with the h side of flavone. A synthetic compound, it is an inhibitor of aromatase (EC 1.14.14.14). It has a role as an EC 1.14.14.14 (aromatase) inhibitor, an aryl hydrocarbon receptor antagonist and an aryl hydrocarbon receptor agonist. It is an organic heterotricyclic compound, an extended flavonoid and a naphtho-gamma-pyrone."
3285,13250,Ethyl gallate is a gallate ester obtained by the formal condensation of gallic acid with ethanol. It has a role as a plant metabolite.
3286,5284330,"3-chloro-N-[trans-4-(methylamino)cyclohexyl]-N-[3-(pyridin-4-yl)benzyl]-1-benzothiophene-2-carboxamide is a member of the class of 1-benzothiophenes that is 3-chloro-1-benzothiophene-2-carboxamide in which the amide nitrogen is substituted by trans-4-(methylamino)cyclohexyl and 3-(pyridin-4-yl)benzyl groups. A smoothened (Smo) receptor agonist that antagonizes cyclopamine action at the Smo receptor. Activates the Hedgehog signaling pathway in a Patched independent manner. It has a role as a SMO receptor agonist. It is a member of 1-benzothiophenes, an organochlorine compound, a biaryl, a phenylpyridine, a tertiary carboxamide and a secondary amino compound."
3287,4788,"Phloretin is a member of the class of dihydrochalcones that is dihydrochalcone substituted by hydroxy groups at positions 4, 2', 4' and 6'. It has a role as a plant metabolite and an antineoplastic agent. It is functionally related to a dihydrochalcone."
3288,3238,"[(2S,3R)-3-Amino-2-hydroxy-4-phenylbutyryl]-L-leucine is a peptide."
3289,1952075,4-(4-chlorophenyl)-N-(3-pyridinylmethyl)-6-(trifluoromethyl)-2-pyrimidinamine is a member of pyrimidines.
3290,86422,Metosulam is a sulfonamide.
3291,60785,LSM-2183 is a sulfonic acid derivative and a member of naphthalenes.
3292,2122,"6-chloro-1,1-dioxo-3-[(prop-2-enylthio)methyl]-3,4-dihydro-2H-1$l^{6},2,4-benzothiadiazine-7-sulfonamide is a benzothiadiazine."
3293,135402019,"Hypoxanthine, 9-(2-deoxy-beta-D-erythro-pentofuranosyl)- is a purine 2'-deoxyribonucleoside."
3294,5308609,N-(2-ethylphenyl)-5-(3-hydroxyphenyl)-3-isoxazolecarboxamide is an aromatic amide.
3295,761840,2-(Benzotriazol-1-yl)-1-(4-bromophenyl)ethanone is an aromatic ketone. It has a role as an anticoronaviral agent.
3296,1989,"Acetohexamide is an N-sulfonylurea that is urea in which a hydrogen attached to one of the nitrogens is replaced by a p-acetylphenylsulfonyl group, while a hydrogen attached to the other nitrogen is replaced by a cyclohexyl group. It has a role as a hypoglycemic agent and an insulin secretagogue. It is a N-sulfonylurea and a member of acetophenones."
3297,10680,Flavone is the simplest member of the class of flavones that consists of 4H-chromen-4-one bearing a phenyl substituent at position 2. It has a role as a metabolite and a nematicide.
3298,3242854,"3-(4-fluorophenyl)-6-[2-oxo-2-(1-pyrrolidinyl)ethyl]-7-triazolo[4,5-d]pyrimidinone is a member of triazoles."
3299,19001,"1,4-dithiothreitol is the threo-diastereomer of 1,4-dimercaptobutane-2,3-diol. It has a role as a reducing agent, a chelator and a human metabolite. It is a dithiol and a 1,4-dimercaptobutane-2,3-diol."
3300,176879,"Bifenazate is a carboxylic ester obtained by formal condensation of 2-(4-methoxy[1,1'-biphenyl]-3-yl)hydrazinecarboxylic acid with 2-propanol. It has a role as an acaricide. It is functionally related to a carbazic acid. It derives from a hydride of a biphenyl."
3301,3899,"Leflunomide is a monocarboxylic acid amide obtained by formal condensation of the carboxy group of 5-methyl-1,2-oxazole-4-carboxylic acid with the anilino group of 4-(trifluoromethyl)aniline. The prodrug of teriflunomide. It has a role as a non-steroidal anti-inflammatory drug, an antineoplastic agent, an antiparasitic agent, an EC 1.3.98.1 [dihydroorotate oxidase (fumarate)] inhibitor, a hepatotoxic agent, a prodrug, a pyrimidine synthesis inhibitor, an immunosuppressive agent, an EC 3.1.3.16 (phosphoprotein phosphatase) inhibitor and a tyrosine kinase inhibitor. It is a monocarboxylic acid amide, a member of isoxazoles and a member of (trifluoromethyl)benzenes."
3302,273,"Cadaverine is an alkane-alpha,omega-diamine comprising a straight-chain pentane core with amino substitutents at positions 1 and 5. A colourless syrupy liquid diamine with a distinctive unpleasant odour, it is a homologue of putresceine and is formed by the bacterial decarboxylation of lysine that occurs during protein hydrolysis during putrefaction of animal tissue. It is also found in plants such as soyabean. It has a role as a plant metabolite, a Daphnia magna metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a conjugate base of a cadaverine(2+)."
3303,3136849,"1-[4-(6-bromo-1,3-benzodioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta[c]quinolin-8-yl]ethanone is a member of quinolines."
3304,3793,"2-butan-2-yl-4-[4-[4-[4-[[2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]-1-piperazinyl]phenyl]-1,2,4-triazol-3-one is a member of piperazines."
3305,3437,5-(3-pyridinylmethyl)-2-benzofurancarboxylic acid is a member of benzofurans.
3306,2405,"Bisoprolol is a secondary alcohol and a secondary amine. It has a role as an antihypertensive agent, a beta-adrenergic antagonist, an anti-arrhythmia drug and a sympatholytic agent."
3307,5565,"2,2,2-tetramine is a polyazaalkane that is decane in which the carbon atoms at positions 1, 4, 7 and 10 are replaced by nitrogens. It has a role as a copper chelator. It is a tetramine and a polyazaalkane."
3308,7334,Ethyl chrysanthemumate is a monoterpenoid.
3309,11236201,"3-[2-chloro-4-(methylsulfonyl)benzoyl]-4-(phenylthio)bicyclo[3.2.1]oct-3-en-2-one is a carbobicyclic compound that is bicyclo[3.2.1]oct-3-en-2-one which is substituted at positions 3 and 4 by 2-chloro-4-(methylsulfonyl)benzoyl and phenylthio groups, respectively. It is a carbobicyclic compound, a cyclic ketone, an organic sulfide, a sulfone, a member of monochlorobenzenes and an aromatic ketone."
3310,2275,Sodium gualenate is a sesquiterpenoid.
3311,949348,"3-amino-4-thiophen-2-yl-5,6,7,8-tetrahydrothieno[2,3-b]quinoline-2-carboxylic acid methyl ester is a thienopyridine."
3312,3310,"5-[(7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofuro[6,5-f][1,3]benzodioxol-8-one is a furonaphthodioxole."
3313,2804318,"Tiadinil is a monocarboxylic acid amide resulting from the formal condensation of the carboxy group of 4-methyl-1,2,3-thiadiazole-5-carboxylic acid with the amino group of 3-chloro-4-methylaniline. It is a fungicide used particularly for the control of fungal diseases in rice. It has a role as an antifungal agrochemical. It is a monocarboxylic acid amide, a member of monochlorobenzenes, a member of thiadiazoles, an organosulfur compound and an anilide fungicide."
3314,2579380,N-(5-methyl-2-thiazolyl)cyclopentanecarboxamide is an aromatic amide.
3315,2165947,"2-[[oxo-(2,3,4,5,6-pentafluorophenyl)methyl]amino]benzoic acid ethyl ester is a member of benzamides."
3316,10467,Icosanoic acid is a C20 striaght-chain saturated fatty acid which forms a minor constituent of peanut (L. arachis) and corn oils. Used as an organic thin film in the production of liquid crystals for a wide variety of technical applications. It has a role as a plant metabolite. It is a straight-chain saturated fatty acid and a long-chain fatty acid. It is a conjugate acid of an icosanoate.
3317,4101,"Hexamethylenetetramine is a polycyclic cage that is adamantane in which the carbon atoms at positions 1, 3, 5 and 7 are replaced by nitrogen atoms. It has a role as an antibacterial drug. It is a polycyclic cage, a polyazaalkane and a tetramine."
3318,3009,Eflornithine is a fluoroamino acid that is ornithine substituted by a difluoromethyl group at position 2. It has a role as a trypanocidal drug. It is a fluoroamino acid and an alpha-amino acid. It is functionally related to an ornithine.
3319,124219,"Rubimaillin is a benzochromene that is 2H-benzo[h]chromene which is substituted by two methyl groups at position 2, a methoxycarbonyl group at position 5, and a hydroxy group at position 6. Found in the Chinese medical plant Rubia cordifola, It has an anti-cancer effect by inhibition of TNF-alpha-induced NF-kappaB activation. It is also a dual inhibitor of acyl-CoA:cholesterol acyltransferase 1 and 2 (ACAT1 and ACAT2), but is more selective for the ACAT2 isozyme. It has a role as a plant metabolite, an acyl-CoA:cholesterol acyltransferase 2 inhibitor, a NF-kappaB inhibitor, an antineoplastic agent, an apoptosis inducer, a neuroprotective agent and an anti-inflammatory agent. It is a benzochromene, a methyl ester and a member of phenols."
3320,1222070,"[4-(1,3-benzodioxol-5-ylmethyl)-1-piperazinyl]-[5-[(4-chlorophenoxy)methyl]-2-furanyl]methanone is a member of benzodioxoles."
3321,2526141,"2-[4-[(1-phenyl-5-tetrazolyl)oxy]phenyl]-1,3,4-oxadiazole is a member of tetrazoles."
3322,10850,Trioctanoin is a triglyceride obtained by acylation of the three hydroxy groups of glycerol by octanoic acid. Used as an alternative energy source to glucose for patients with mild to moderate Alzheimer's disease. It has a role as an anticonvulsant and a plant metabolite. It is a triglyceride and an octanoate ester.
3323,22519050,"N-(5-chloro-2,4-dimethoxyphenyl)-1-methyl-4-(4-morpholinylsulfonyl)-2-pyrrolecarboxamide is an aromatic amide."
3324,3244363,N-(2-furanylmethyl)-5-(3-methoxyphenyl)-3-isoxazolecarboxamide is a member of methoxybenzenes.
3325,5330,"Sulfamethoxypyridazine is a sulfonamide consisting of pyridazine having a methoxy substituent at the 6-position and a 4-aminobenzenesulfonamido group at the 3-position. It has a role as an antiinfective agent, an EC 2.5.1.15 (dihydropteroate synthase) inhibitor and a drug allergen. It is a member of pyridazines, a sulfonamide and a sulfonamide antibiotic. It is functionally related to a sulfanilamide."
3326,2999476,"2-(1,3-benzodioxol-5-yl)-5-[[2-(4-methoxyphenyl)-4,5-dihydrothiazol-5-yl]methylthio]-1,3,4-oxadiazole is a member of benzodioxoles."
3327,660,"3,4-dihydrocoumarin is a chromanone that is the 3,4-dihydro derivative of coumarin. It has a role as a plant metabolite. It is functionally related to a coumarin."
3328,24794418,N-[4-[(2-amino-3-chloro-4-pyridinyl)oxy]-3-fluorophenyl]-4-ethoxy-1-(4-fluorophenyl)-2-oxo-3-pyridinecarboxamide is an aromatic amide.
3329,5494425,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one is an organic heterotetracyclic compound that is 1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one bearing additional tert-butyl and fluoro substituents at positions 2 and 9 respectively. It has a role as an EC 2.7.10.2 (non-specific protein-tyrosine kinase) inhibitor. It is an organic heterotetracyclic compound and an organofluorine compound."
3330,2812,"Clotrimazole is a member of the class of imidazoles that is 1H-imidazole in which the hydrogen attached to a nitrogen is replaced by a monochlorotrityl group. It has a role as an antiinfective agent, an environmental contaminant and a xenobiotic. It is a member of imidazoles, a member of monochlorobenzenes, a conazole antifungal drug and an imidazole antifungal drug."
3331,71482,"Azamethiphos is an organic thiophosphate, an organothiophosphate insecticide, an organochlorine insecticide and an organochlorine acaricide. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor and an agrochemical. It is functionally related to an oxazolo[4,5-b]pyridin-2(3H)-one."
3332,123701199,LSM-26950 is a beta-diketone.
3333,428827,Methyl 2-[(2-methoxy-2-oxoethyl)amino]acetate is an alpha-amino acid ester.
3334,65182,"Nile red is an organic heterotetracyclic compound that is 5H-benzo[a]phenoxazin-5-one substituted at position 9 by a diethylamino group. It has a role as a fluorochrome and a histological dye. It is an organic heterotetracyclic compound, a cyclic ketone, an aromatic amine and a tertiary amino compound."
3335,850594,"6-(2-phenylethyl)-3-(phenylmethyl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole is a member of benzenes and a triazolothiadiazole."
