Unnamed: 0,CID,Description,Dominant_topic,Perc_Contrib,Topic_Keywords,Text
3005,54765302,"4-[4-(5,5-dimethyl-4H-thiazol-2-yl)-1-piperazinyl]-6-propylthieno[2,3-d]pyrimidine is a N-arylpiperazine and a thienopyrimidine.",No annotation,0.9321,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethyl', 'h', 'thiazol', 'yl', 'piperazinyl', 'propylthieno', 'pyrimidin', 'n', 'arylpiperazin', 'thienopyrimidin']"
3006,4345669,3-(3-chloro-4-methoxyphenyl)-1-(2-methoxyethyl)-1-(1-propan-2-yl-4-piperidinyl)thiourea is a member of thioureas.,No annotation,0.9329,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['chloro', 'methoxyphenyl', 'methoxyethyl', 'propan', 'yl', 'piperidinyl', 'thiourea', 'member', 'thiourea']"
3007,3185,E-4031 is a sulfonamide.,No annotation,0.7662,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['e', 'sulfonamid']"
3008,2557,Carbazochrome is a member of indoles. It is functionally related to a semicarbazide.,Metabolite,0.5252,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['carbazochrom', 'member', 'indol', 'function', 'relat', 'semicarbazid']"
3009,2972816,"N-[3-chloro-4-(4-morpholinyl)phenyl]-1,1-dioxo-1,2-benzothiazol-3-amine is a member of morpholines.",No annotation,0.9318,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'chloro', 'morpholinyl', 'phenyl', 'dioxo', 'benzothiazol', 'amin', 'member', 'morpholin']"
3010,4610,"Cyclohexane-1,2-diamine is a primary aliphatic amine.",Drug,0.4679,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['cyclohexan', 'diamin', 'primari', 'aliphat', 'amin']"
3011,2810,"1-(2-chlorophenyl)-2-isopropylaminoethanol is a member of the class of monochlorobenzenes that is chlorobenzene which is substituted by a 1-hydroxy-2-[(propan-2-yl)amino]ethyl group at position 2. It is a member of monochlorobenzenes, a member of ethanolamines and a secondary amino compound.",Drug,0.6013,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['chlorophenyl', 'isopropylaminoethanol', 'member', 'class', 'monochlorobenzen', 'chlorobenzen', 'substitut', 'hydroxi', 'propan', 'yl', 'amino', 'ethyl', 'group', 'posit', 'member', 'monochlorobenzen', 'member', 'ethanolamin', 'secondari', 'amino', 'compound']"
3012,6178111,"Proguanil is a biguanide compound which has isopropyl and p-chlorophenyl substituents on the terminal N atoms. A prophylactic antimalarial drug, it works by inhibiting the enzyme dihydrofolate reductase, which is involved in the reproduction of the malaria parasites Plasmodium falciparum and P. vivax within the red blood cells. It has a role as an antimalarial, an antiprotozoal drug and an EC 1.5.1.3 (dihydrofolate reductase) inhibitor. It is a member of biguanides and a member of monochlorobenzenes.",Drug,0.9801,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['proguanil', 'biguanid', 'compound', 'isopropyl', 'p', 'chlorophenyl', 'substitu', 'termin', 'n', 'atom', 'prophylact', 'antimalari', 'drug', 'work', 'inhibit', 'enzym', 'dihydrofol', 'reductas', 'involv', 'reproduct', 'malaria', 'parasit', 'plasmodium', 'falciparum', 'p', 'vivax', 'within', 'red', 'blood', 'cell', 'role', 'antimalari', 'antiprotozo', 'drug', 'ec', 'dihydrofol', 'reductas', 'inhibitor', 'member', 'biguanid', 'member', 'monochlorobenzen']"
3013,3241951,N-[2-(2-methyl-1-indolyl)ethyl]benzamide is a member of indoles.,No annotation,0.9158,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'methyl', 'indolyl', 'ethyl', 'benzamid', 'member', 'indol']"
3014,665417,"4,8-dimethyl-3-(phenylmethyl)-7-(2H-tetrazol-5-ylmethoxy)-1-benzopyran-2-one is a member of coumarins.",No annotation,0.9326,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethyl', 'phenylmethyl', 'h', 'tetrazol', 'ylmethoxi', 'benzopyran', 'one', 'member', 'coumarin']"
3015,5184,LSM-1330 is a 3-hydroxy carboxylic acid.,Metabolite,0.6397,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['lsm', 'hydroxi', 'carboxyl', 'acid']"
3016,70864,Propipocaine is an aromatic ketone.,No annotation,0.7755,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['propipocain', 'aromat', 'keton']"
3017,66461,"2-(2,4-dichlorophenyl)-1-(1H-1,2,4-triazol-1-yl)hexan-2-ol is a member of the class of triazoles that is 1-hexyl-1H-1,2,4-triazole in which the hydrogens at position 2 of the hexyl chain are replaced by hydroxy and 2,4-dichlorophenyl groups. It has a role as a chelator. It is a tertiary alcohol, a member of triazoles and a dichlorobenzene.",No annotation,0.5511,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dichlorophenyl', 'h', 'triazol', 'yl', 'hexan', 'ol', 'member', 'class', 'triazol', 'hexyl', 'h', 'triazol', 'hydrogen', 'posit', 'hexyl', 'chain', 'replac', 'hydroxi', 'dichlorophenyl', 'group', 'role', 'chelat', 'tertiari', 'alcohol', 'member', 'triazol', 'dichlorobenzen']"
3018,5309247,"4-[[2-[4-(2-chlorophenyl)-2-oxo-6,7-dihydro-5H-cyclopenta[b]pyridin-1-yl]-1-oxoethyl]amino]-1-piperidinecarboxylic acid ethyl ester is a phenylpyridine.",No annotation,0.8789,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['chlorophenyl', 'oxo', 'dihydro', 'h', 'cyclopenta', 'b', 'pyridin', 'yl', 'oxoethyl', 'amino', 'piperidinecarboxyl', 'acid', 'ethyl', 'ester', 'phenylpyridin']"
3019,2525465,"[1-(4-fluorophenyl)sulfonyl-4-piperidinyl]-(4-phenyl-3,6-dihydro-2H-pyridin-1-yl)methanone is a sulfonamide.",No annotation,0.9387,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['fluorophenyl', 'sulfonyl', 'piperidinyl', 'phenyl', 'dihydro', 'h', 'pyridin', 'yl', 'methanon', 'sulfonamid']"
3020,4594,"6-methoxy-2-[(4-methoxy-3,5-dimethyl-2-pyridinyl)methylsulfinyl]-1H-benzimidazole is a member of benzimidazoles and a sulfoxide.",No annotation,0.8385,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['methoxi', 'methoxi', 'dimethyl', 'pyridinyl', 'methylsulfinyl', 'h', 'benzimidazol', 'member', 'benzimidazol', 'sulfoxid']"
3021,10206158,"N-(2,3-dihydroxypropoxy)-3,4-difluoro-2-(2-fluoro-4-iodoanilino)benzamide is an aminobenzoic acid.",No annotation,0.6564,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'dihydroxypropoxi', 'difluoro', 'fluoro', 'iodoanilino', 'benzamid', 'aminobenzo', 'acid']"
3022,11234,Glycerylphosphorylcholine is a glycerophosphocholine.,Drug,0.3333,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['glycerylphosphorylcholin', 'glycerophosphocholin']"
3023,3709524,2-[[6-amino-2-(3-methylanilino)-5-nitro-4-pyrimidinyl]amino]ethanol is a C-nitro compound.,No annotation,0.928,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['amino', 'methylanilino', 'nitro', 'pyrimidinyl', 'amino', 'ethanol', 'c', 'nitro', 'compound']"
3024,6990,"2',4'-dihydroxyacetophenone is a dihydroxyacetophenone that is acetophenone carrying hydroxy substituents at positions 2' and 4'. It has a role as a plant metabolite. It is a member of resorcinols and a dihydroxyacetophenone.",Metabolite,0.8139,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['dihydroxyacetophenon', 'dihydroxyacetophenon', 'acetophenon', 'carri', 'hydroxi', 'substitu', 'posit', 'role', 'plant', 'metabolit', 'member', 'resorcinol', 'dihydroxyacetophenon']"
3025,7866,Isethionic acid is an alkanesulfonic acid in which the sulfo group is directly linked to a 2-hydroxyethyl group. It has a role as a human metabolite. It is a conjugate acid of an isethionate.,Metabolite,0.8111,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['isethion', 'acid', 'alkanesulfon', 'acid', 'sulfo', 'group', 'direct', 'link', 'hydroxyethyl', 'group', 'role', 'human', 'metabolit', 'conjug', 'acid', 'isethion']"
3026,5350,"Sulforaphane is an isothiocyanate having a 4-(methylsulfinyl)butyl group attached to the nitrogen. It has a role as an antineoplastic agent, a plant metabolite, an antioxidant and an EC 3.5.1.98 (histone deacetylase) inhibitor. It is a sulfoxide and an isothiocyanate.",Drug,0.7616,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['sulforaphan', 'isothiocyan', 'methylsulfinyl', 'butyl', 'group', 'attach', 'nitrogen', 'role', 'antineoplast', 'agent', 'plant', 'metabolit', 'antioxid', 'ec', 'histon', 'deacetylas', 'inhibitor', 'sulfoxid', 'isothiocyan']"
3027,659390,"2',2'-dimethyl-3-spiro[5,6,7,8a-tetrahydrothiazolo[3,2-a]pyridine-8,4'-thiane]one is an azaspiro compound.",No annotation,0.902,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethyl', 'spiro', 'tetrahydrothiazolo', 'pyridin', 'thian', 'one', 'azaspiro', 'compound']"
3028,2817525,"4-methyl-6-phenyl-5,6-dihydro-2H-pyran-2-one is a pyranone.",No annotation,0.9156,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['methyl', 'phenyl', 'dihydro', 'h', 'pyran', 'one', 'pyranon']"
3029,135449332,"Eltrombopag is a hydrazine in which each nitrogen atom is substituted, one by a 3'-carboxy-2-hydroxy[1,1'-biphenyl]-3-yl group and the other by a 1-(3,4-dimethylphenyl)-3-methyl-5-oxo-1,5-dihydro-4H-pyrazol-4-ylidene group. A small molecule agonist of the c-mpl (TpoR) receptor (the physiological target of the hormone thrombopoietin), it has been developed as a medication for conditions that lead to thrombocytopenia (abnormally low platelet counts). It has a role as a thrombopoietin receptor agonist and a xenobiotic. It is a member of hydrazines, a member of pyrazoles and a member of benzoic acids.",Drug,0.5129,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['eltrombopag', 'hydrazin', 'nitrogen', 'atom', 'substitut', 'one', 'carboxi', 'hydroxi', 'biphenyl', 'yl', 'group', 'dimethylphenyl', 'methyl', 'oxo', 'dihydro', 'h', 'pyrazol', 'yliden', 'group', 'small', 'molecul', 'agonist', 'c', 'mpl', 'tpor', 'receptor', 'physiolog', 'target', 'hormon', 'thrombopoietin', 'develop', 'medic', 'condit', 'lead', 'thrombocytopenia', 'abnorm', 'low', 'platelet', 'count', 'role', 'thrombopoietin', 'receptor', 'agonist', 'xenobiot', 'member', 'hydrazin', 'member', 'pyrazol', 'member', 'benzoic', 'acid']"
3030,1235170,"3-cyano-4-phenyl-6-(3-bromo-6-hydroxyphenyl)-2-pyridone is a member of the class of pyridones that is 2-pyridone carrying cyano, phenyl and 3-bromo-6-hydroxyphenyl substituents at positions 3, 4 and 6 respectively It is a pyridone, a bromophenol and a nitrile.",Drug,0.5283,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['cyano', 'phenyl', 'bromo', 'hydroxyphenyl', 'pyridon', 'member', 'class', 'pyridon', 'pyridon', 'carri', 'cyano', 'phenyl', 'bromo', 'hydroxyphenyl', 'substitu', 'posit', 'respect', 'pyridon', 'bromophenol', 'nitril']"
3031,7870,"2-methylpentane-2,4-diol is a glycol in which the two hydroxy groups are at positions 2 and 4 of 2-methylpentane (isopentane).",Metabolite,0.7977,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['methylpentan', 'diol', 'glycol', 'two', 'hydroxi', 'group', 'posit', 'methylpentan', 'isopentan']"
3032,135408763,"2,4-Diamino-6-hydroxypyrimidine is a hydroxypyrimidine.",Metabolite,0.8166,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['diamino', 'hydroxypyrimidin', 'hydroxypyrimidin']"
3033,47472,"Butoconazole is a member of the class of imidazoles that is 1H-imidazole in which the hydrogen attached to the nitrogen is substituted by a 4-(4-chlorophenyl)-2-[(2,6-dichlorophenyl)sulfanyl]butyl group. An antifungal agent, it is used as its nitrate salt in gynaecology for treatment of vulvovaginal infections caused by Candida species, particularly Candida albicans. It is a member of imidazoles, an aryl sulfide, a dichlorobenzene, a member of monochlorobenzenes, an imidazole antifungal drug and a conazole antifungal drug. It is a conjugate base of a butoconazole(1+).",Drug,0.6361,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['butoconazol', 'member', 'class', 'imidazol', 'h', 'imidazol', 'hydrogen', 'attach', 'nitrogen', 'substitut', 'chlorophenyl', 'dichlorophenyl', 'sulfanyl', 'butyl', 'group', 'antifung', 'agent', 'use', 'nitrat', 'salt', 'gynaecolog', 'treatment', 'vulvovagin', 'infect', 'caus', 'candida', 'speci', 'particular', 'candida', 'albican', 'member', 'imidazol', 'aryl', 'sulfid', 'dichlorobenzen', 'member', 'monochlorobenzen', 'imidazol', 'antifung', 'drug', 'conazol', 'antifung', 'drug', 'conjug', 'base', 'butoconazol']"
3034,1521358,"5-[(4-methyl-1-piperidinyl)methyl]-1-[4-(1-pyrrolyl)-1,2,5-oxadiazol-3-yl]-4-triazolecarboxylic acid ethyl ester is an aralkylamine.",No annotation,0.8398,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['methyl', 'piperidinyl', 'methyl', 'pyrrolyl', 'oxadiazol', 'yl', 'triazolecarboxyl', 'acid', 'ethyl', 'ester', 'aralkylamin']"
3035,1085327,"3,4-dimethoxy-N-[4-[oxo(1-piperidinyl)methyl]phenyl]benzamide is a member of benzamides.",No annotation,0.9327,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethoxi', 'n', 'oxo', 'piperidinyl', 'methyl', 'phenyl', 'benzamid', 'member', 'benzamid']"
3036,267769,Virosecurinine is a member of indolizines.,No annotation,0.7677,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['virosecurinin', 'member', 'indolizin']"
3037,6604471,N-[6-(propan-2-ylthio)-1H-benzimidazol-2-yl]carbamic acid methyl ester is a member of benzimidazoles and a carbamate ester.,No annotation,0.8666,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'propan', 'ylthio', 'h', 'benzimidazol', 'yl', 'carbam', 'acid', 'methyl', 'ester', 'member', 'benzimidazol', 'carbam', 'ester']"
3038,14825856,"3'',4''-Diacetylafzelin is a member of flavonoids and a glycoside.",No annotation,0.8315,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['diacetylafzelin', 'member', 'flavonoid', 'glycosid']"
3039,19582717,N-cyclopropyl-5-thiophen-2-yl-3-isoxazolecarboxamide is a heteroarene and an aromatic amide.,No annotation,0.9257,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'cyclopropyl', 'thiophen', 'yl', 'isoxazolecarboxamid', 'heteroaren', 'aromat', 'amid']"
3040,12292,"3-methyladipic acid is an alpha,omega-dicarboxylic acid that is adipic acid substituted with a methyl group at position C-3. It has a role as a human urinary metabolite. It is an alpha,omega-dicarboxylic acid and a dicarboxylic fatty acid. It is functionally related to an adipic acid. It is a conjugate acid of a 3-methyladipate(2-) and a 3-methyladipate.",Metabolite,0.977,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['methyladip', 'acid', 'alpha', 'omega', 'dicarboxyl', 'acid', 'adip', 'acid', 'substitut', 'methyl', 'group', 'posit', 'c', 'role', 'human', 'urinari', 'metabolit', 'alpha', 'omega', 'dicarboxyl', 'acid', 'dicarboxyl', 'fatti', 'acid', 'function', 'relat', 'adip', 'acid', 'conjug', 'acid', 'methyladip', 'methyladip']"
3041,866907,"1,3-dimethyl-6-(4-morpholinylsulfonyl)quinazoline-2,4-dione is a member of quinazolines.",No annotation,0.9043,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethyl', 'morpholinylsulfonyl', 'quinazolin', 'dion', 'member', 'quinazolin']"
3042,3394,"Flurbiprofen is a monocarboxylic acid that is a 2-fluoro-[1,1'-biphenyl-4-yl] moiety linked to C-2 of propionic acid. A non-steroidal anti-inflammatory, analgesic and antipyretic, it is used as a pre-operative anti-miotic as well as orally for arthritis or dental pain. It has a role as a non-steroidal anti-inflammatory drug, a non-narcotic analgesic, an antipyretic and an EC 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor. It is a fluorobiphenyl and a monocarboxylic acid. It is functionally related to a propionic acid. It derives from a hydride of a biphenyl.",Drug,0.7802,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['flurbiprofen', 'monocarboxyl', 'acid', 'fluoro', 'biphenyl', 'yl', 'moieti', 'link', 'c', 'propion', 'acid', 'non', 'steroid', 'anti', 'inflammatori', 'analges', 'antipyret', 'use', 'pre', 'oper', 'anti', 'miotic', 'well', 'oral', 'arthriti', 'dental', 'pain', 'role', 'non', 'steroid', 'anti', 'inflammatori', 'drug', 'non', 'narcot', 'analges', 'antipyret', 'ec', 'prostaglandin', 'endoperoxid', 'synthas', 'inhibitor', 'fluorobiphenyl', 'monocarboxyl', 'acid', 'function', 'relat', 'propion', 'acid', 'deriv', 'hydrid', 'biphenyl']"
3043,69894,Isoscopoletin is a hydroxycoumarin that is esculetin in which the hydroxy group at position 7 is replaced by a methoxy group. It is the major primary metabolite of scoparone. It has a role as a plant metabolite. It is a hydroxycoumarin and an aromatic ether. It is functionally related to an esculetin.,Metabolite,0.6151,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['isoscopoletin', 'hydroxycoumarin', 'esculetin', 'hydroxi', 'group', 'posit', 'replac', 'methoxi', 'group', 'major', 'primari', 'metabolit', 'scoparon', 'role', 'plant', 'metabolit', 'hydroxycoumarin', 'aromat', 'ether', 'function', 'relat', 'esculetin']"
3044,2692,"2-[6-(cyclohexylamino)-9-purinyl]-5-(hydroxymethyl)oxolane-3,4-diol is a purine nucleoside.",No annotation,0.9156,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['cyclohexylamino', 'purinyl', 'hydroxymethyl', 'oxolan', 'diol', 'purin', 'nucleosid']"
